iter	Logloss
273	0.02308835338
274	0.02291146039
275	0.02287424564
276	0.0228138157
277	0.02266313787
278	0.0226394863
279	0.02263948515
280	0.02262054785
281	0.02260393568
282	0.02252212331
283	0.0224948804
284	0.02244015561
285	0.02223225348
286	0.02210084732
287	0.0220772773
288	0.02207726234
289	0.02202151939
290	0.02202150781
291	0.02201954123
292	0.02178769567
293	0.02173314077
294	0.02172875736
295	0.02171172637
296	0.02167288159
297	0.02158330627
298	0.02158329145
299	0.02158322021
300	0.0215427425
301	0.02146125204
302	0.02143747845
303	0.02143683015
304	0.02139970381
305	0.02136565453
306	0.02112449156
307	0.02112297909
308	0.02105643133
309	0.02088515474
310	0.02085397345
311	0.02079575634
312	0.02077810339
313	0.02077085921
314	0.02055391582
315	0.02054777775
316	0.0205430575
317	0.02037127375
318	0.02035197659
319	0.02034233638
320	0.02031313972
321	0.0202917265
322	0.02029171836
323	0.02019762705
324	0.02013311912
325	0.02010117011
326	0.02009077958
327	0.02006547718
328	0.02005446961
329	0.01999582665
330	0.01998042242
331	0.01994377173
332	0.01993179071
333	0.0199317308
334	0.01986128211
335	0.01986127817
336	0.01976539127
337	0.01976534767
338	0.01975028376
339	0.01975026879
340	0.01971326168
341	0.01957018136
342	0.01954637797
343	0.01951910916
344	0.01946002724
345	0.01945050009
346	0.01945049862
347	0.01945048731
348	0.01944150723
349	0.01940476122
350	0.01931371867
351	0.01930192737
352	0.01930192737
353	0.01929580487
354	0.01921048158
355	0.01913015398
356	0.0190707415
357	0.01898041592
358	0.01894544758
359	0.01887614899
360	0.01884755359
361	0.01875866154
362	0.01875865248
363	0.01874819549
364	0.01874818124
365	0.01870863744
366	0.01869215229
367	0.01866114075
368	0.01857602899
369	0.0182547511
370	0.01823517377
371	0.01822344831
372	0.01821021041
373	0.01821014499
374	0.01816614091
375	0.01811104836
376	0.01810105964
377	0.0179543786
378	0.01795435932
379	0.0178925371
380	0.01783842858
381	0.01780958373
382	0.01767963227
383	0.01767047363
384	0.01764390204
385	0.01762821324
386	0.01759731832
387	0.01758212677
388	0.01757517339
389	0.01755926712
390	0.01755924398
391	0.017558458
392	0.01755408725
393	0.01752618694
394	0.01752617114
395	0.01752503249
396	0.01749761689
397	0.0174976081
398	0.01749760464
399	0.0174913554
400	0.01748192152
401	0.01748190939
402	0.01748188205
403	0.01745003528
404	0.01744912515
405	0.01739900686
406	0.01739893869
407	0.01726346302
408	0.01725384205
409	0.01710378718
410	0.01697307592
411	0.01691372745
412	0.01689828451
413	0.01687748129
414	0.01664783533
415	0.01660998536
416	0.01658683178
417	0.01658683178
418	0.01658680843
419	0.01658677758
420	0.0165490709
421	0.01647724367
422	0.01645973574
423	0.01640017906
424	0.01635961047
425	0.01631213285
426	0.01629716425
427	0.0161654081
428	0.01615231495
429	0.01613162118
430	0.01612421893
431	0.016118434
432	0.01611381059
433	0.01607825625
434	0.01607125387
435	0.01605316405
436	0.01605311812
437	0.01600696819
438	0.01596984508
439	0.01593582658
440	0.01589934092
441	0.01584992841
442	0.01583203216
443	0.01582941257
444	0.01580129211
445	0.01579202256
446	0.0157920202
447	0.01578263885
448	0.01578263804
449	0.01577323099
450	0.01577322401
451	0.0157731922
452	0.01577174374
453	0.01577169319
454	0.01573716518
455	0.01573706509
456	0.01568359341
457	0.01565679116
458	0.01565678618
459	0.01563982302
460	0.01563972848
461	0.01563972605
462	0.01563972053
463	0.01559755885
464	0.01559754131
465	0.01559677262
466	0.01558361912
467	0.01558342199
468	0.01555776172
469	0.01555775661
470	0.01554278357
471	0.01554173102
472	0.01554171908
473	0.01552069585
474	0.01552060193
475	0.01551253936
476	0.01536952857
477	0.01534778093
478	0.01533682225
479	0.01528416859
480	0.01523879249
481	0.01521829657
482	0.01521373582
483	0.0151400666
484	0.01512645478
485	0.01512631288
486	0.01512630988
487	0.01510978103
488	0.01510110726
489	0.01506660024
490	0.01502102505
491	0.01499597095
492	0.01499595819
493	0.01496824476
494	0.01495804005
495	0.01494668135
496	0.01494295296
497	0.01490665405
498	0.01488218185
499	0.01486711912
